title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Chief Technology Officer,SINGX PTE. LTD.,Full Time,Senior Management,Information Technology,10000.0,20000.0,Monthly,"Bill Gates once said “banking is essential, banks are not”; and this is exactly what SingX is all about. We are a cool and exciting Fintech start-up which revolutionizes the way cross border remittances are made. In place of the traditional solutions offered by banks and existing players, our innovative business model offers a more cost-effective, faster and transparent way to transfer money across borders.  We are looking for someone who gets in at the ground floor and helps shake up a big old fashioned industry, someone who dreams about doing things differently, and making things happen in this new world order. This is an exciting role in which the incumbent is responsible for improving SingX’s Proprietary Platform by using Machine Learning, Automation, Big Data and cutting-edge Technology. This position jointly reports to CEO Job Scope    Establish the company’s technical vision and leads all aspects of the company's technological development Automate and enhance the SingX back end platform with a view to process high volumes of transactions across the globe Enable SingX to expand its operation to other Asian countries by adapting the SingX technology platform to meet the unique needs of each country Improve speed of delivery of remittance and fully digitize the transaction reconciliation process. Use Technology, Machine Learning and Big Data to develop an automated transaction matching and reconciliation process. Use Big Data to track SingX customers (or groups of customers) to spot out of pattern transactions and improve AML monitoring Identify, evaluate and recommend appropriate technology platforms for delivering the company’s services Develop overall technology standards and practices for software, hardware and technology platforms and ensure adherence. Establish and supervise the software development process, setting short-term objectives, and assessing progress as needed The Head of Technology will lead, train and motivate a team of software and system experts.      ","Bill Gates once said “banking is essential, banks are not”; and this is exactly what SingX is all about. We are a cool and exciting Fintech start-up which revolutionizes the way cross border remittances are made. In place of the traditional solutions offered by banks and existing players, our innovative business model offers a more cost-effective, faster and transparent way to transfer money across borders.  We are looking for someone who gets in at the ground floor and helps shake up a big old fashioned industry, someone who dreams about doing things differently, and making things happen in this new world order. This is an exciting role in which the incumbent is responsible for improving SingX’s Proprietary Platform by using Machine Learning, Automation, Big Data and cutting-edge Technology. This position jointly reports to CEO Job Scope    Establish the company’s technical vision and leads all aspects of the company's technological development Automate and enhance the SingX back end platform with a view to process high volumes of transactions across the globe Enable SingX to expand its operation to other Asian countries by adapting the SingX technology platform to meet the unique needs of each country Improve speed of delivery of remittance and fully digitize the transaction reconciliation process. Use Technology, Machine Learning and Big Data to develop an automated transaction matching and reconciliation process. Use Big Data to track SingX customers (or groups of customers) to spot out of pattern transactions and improve AML monitoring Identify, evaluate and recommend appropriate technology platforms for delivering the company’s services Develop overall technology standards and practices for software, hardware and technology platforms and ensure adherence. Establish and supervise the software development process, setting short-term objectives, and assessing progress as needed The Head of Technology will lead, train and motivate a team of software and system experts.      "
2019 Full Time Campus Analyst - Engineering,GOLDMAN SACHS FUTURES PTE LTD,"Permanent, Full Time",Executive,Banking and Finance,6000.0,8000.0,Monthly,"ABOUT GOLDMAN SACHS The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. ABOUT ENGINEERING Our Engineers don’t just make things – we make things possible.  Change the world by connecting people and capital with ideas.  Solve the most challenging and pressing engineering problems for our clients.  Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action.  Create new businesses, transform finance, and explore a world of opportunity at the speed of markets. ROLES Software Engineering Transform our business and work across all areas of the firm to design and implement high-quality, scalable and smart solutions. Leveraging both internal and open source services, we design and develop applications capable of building, maintaining, and processing large & complex data sets. Ensuring we have the most up-to-date and actionable information, we constantly strive to boost performance and exceed industry standards in order to meet our clients’ evolving needs. We look for ways to improve our operations and enhance our client offerings through internal and external platforms as we build and expand the capacity for data mining, anomaly detection, and business intelligence. Financial Modelling We look beyond the numbers and find the trends. As a member of our team, you will extract meaningful information to engineer advice and solutions that have real-world implications for our clients and the firm.  This level of expert analysis involves large, at times global, data sets – both structured and unstructured – to build predictive models that are relevant to specific business centers and account for market variables. These quantitative techniques then inform effective and accurate cross-asset trade and portfolio ideas for our clients. In collaboration with your team and others across the firm, you will build and enhance advanced quantitative and analytical methods, utilizing software to design risk modeling systems and develop machine learning algorithms. Specifically, your role will focus on providing APIs to clients helping them generate alpha, risk calculations and business metrics. This valuable information will allow them to build and challenge risk models that identify and quantify market and liquidity risk and modeling vulnerabilities. Infrastructure Engineering Infrastructure Engineering is a multi-faceted role that allows you to explore data center design, networks, storage, cloud computing, big data, application messaging, databases, communications, market data and software languages. Make things possible for our clients and the firm as you design and build our compute and data infrastructure. You will put your expertise to work in a variety of challenges, from identifying internal hardware needs, to implementing public and private cloud-based solutions to providing seamless, on-demand scaling of our applications.  We provide a robust testing platform that involves the best standards, solutions and tools to ensure uninterrupted operation of all of our lines of business. You will have the opportunity to use data mining techniques to identify and react to problems in the firm’s infrastructure and platforms. A role on this team allows you to use your experience to help us transform the future at Goldman Sachs.","ABOUT GOLDMAN SACHS The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. ABOUT ENGINEERING Our Engineers don’t just make things – we make things possible.  Change the world by connecting people and capital with ideas.  Solve the most challenging and pressing engineering problems for our clients.  Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action.  Create new businesses, transform finance, and explore a world of opportunity at the speed of markets. ROLES Software Engineering Transform our business and work across all areas of the firm to design and implement high-quality, scalable and smart solutions. Leveraging both internal and open source services, we design and develop applications capable of building, maintaining, and processing large & complex data sets. Ensuring we have the most up-to-date and actionable information, we constantly strive to boost performance and exceed industry standards in order to meet our clients’ evolving needs. We look for ways to improve our operations and enhance our client offerings through internal and external platforms as we build and expand the capacity for data mining, anomaly detection, and business intelligence. Financial Modelling We look beyond the numbers and find the trends. As a member of our team, you will extract meaningful information to engineer advice and solutions that have real-world implications for our clients and the firm.  This level of expert analysis involves large, at times global, data sets – both structured and unstructured – to build predictive models that are relevant to specific business centers and account for market variables. These quantitative techniques then inform effective and accurate cross-asset trade and portfolio ideas for our clients. In collaboration with your team and others across the firm, you will build and enhance advanced quantitative and analytical methods, utilizing software to design risk modeling systems and develop machine learning algorithms. Specifically, your role will focus on providing APIs to clients helping them generate alpha, risk calculations and business metrics. This valuable information will allow them to build and challenge risk models that identify and quantify market and liquidity risk and modeling vulnerabilities. Infrastructure Engineering Infrastructure Engineering is a multi-faceted role that allows you to explore data center design, networks, storage, cloud computing, big data, application messaging, databases, communications, market data and software languages. Make things possible for our clients and the firm as you design and build our compute and data infrastructure. You will put your expertise to work in a variety of challenges, from identifying internal hardware needs, to implementing public and private cloud-based solutions to providing seamless, on-demand scaling of our applications.  We provide a robust testing platform that involves the best standards, solutions and tools to ensure uninterrupted operation of all of our lines of business. You will have the opportunity to use data mining techniques to identify and react to problems in the firm’s infrastructure and platforms. A role on this team allows you to use your experience to help us transform the future at Goldman Sachs."
2019 Full Time Campus Analyst - Engineering Division,GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,"Permanent, Full Time",Fresh/entry level,Banking and Finance,6000.0,8000.0,Monthly,"ABOUT GOLDMAN SACHS The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. ABOUT ENGINEERING Our Engineers don’t just make things – we make things possible.  Change the world by connecting people and capital with ideas.  Solve the most challenging and pressing engineering problems for our clients.  Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action.  Create new businesses, transform finance, and explore a world of opportunity at the speed of markets. ROLES Software Engineering Transform our business and work across all areas of the firm to design and implement high-quality, scalable and smart solutions. Leveraging both internal and open source services, we design and develop applications capable of building, maintaining, and processing large & complex data sets. Ensuring we have the most up-to-date and actionable information, we constantly strive to boost performance and exceed industry standards in order to meet our clients’ evolving needs. We look for ways to improve our operations and enhance our client offerings through internal and external platforms as we build and expand the capacity for data mining, anomaly detection, and business intelligence. Financial Modelling We look beyond the numbers and find the trends. As a member of our team, you will extract meaningful information to engineer advice and solutions that have real-world implications for our clients and the firm.  This level of expert analysis involves large, at times global, data sets – both structured and unstructured – to build predictive models that are relevant to specific business centers and account for market variables. These quantitative techniques then inform effective and accurate cross-asset trade and portfolio ideas for our clients. In collaboration with your team and others across the firm, you will build and enhance advanced quantitative and analytical methods, utilizing software to design risk modeling systems and develop machine learning algorithms. Specifically, your role will focus on providing APIs to clients helping them generate alpha, risk calculations and business metrics. This valuable information will allow them to build and challenge risk models that identify and quantify market and liquidity risk and modeling vulnerabilities. Infrastructure Engineering Infrastructure Engineering is a multi-faceted role that allows you to explore data center design, networks, storage, cloud computing, big data, application messaging, databases, communications, market data and software languages. Make things possible for our clients and the firm as you design and build our compute and data infrastructure. You will put your expertise to work in a variety of challenges, from identifying internal hardware needs, to implementing public and private cloud-based solutions to providing seamless, on-demand scaling of our applications.  We provide a robust testing platform that involves the best standards, solutions and tools to ensure uninterrupted operation of all of our lines of business. You will have the opportunity to use data mining techniques to identify and react to problems in the firm’s infrastructure and platforms. A role on this team allows you to use your experience to help us transform the future at Goldman Sachs.","ABOUT GOLDMAN SACHS The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. ABOUT ENGINEERING Our Engineers don’t just make things – we make things possible.  Change the world by connecting people and capital with ideas.  Solve the most challenging and pressing engineering problems for our clients.  Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action.  Create new businesses, transform finance, and explore a world of opportunity at the speed of markets. ROLES Software Engineering Transform our business and work across all areas of the firm to design and implement high-quality, scalable and smart solutions. Leveraging both internal and open source services, we design and develop applications capable of building, maintaining, and processing large & complex data sets. Ensuring we have the most up-to-date and actionable information, we constantly strive to boost performance and exceed industry standards in order to meet our clients’ evolving needs. We look for ways to improve our operations and enhance our client offerings through internal and external platforms as we build and expand the capacity for data mining, anomaly detection, and business intelligence. Financial Modelling We look beyond the numbers and find the trends. As a member of our team, you will extract meaningful information to engineer advice and solutions that have real-world implications for our clients and the firm.  This level of expert analysis involves large, at times global, data sets – both structured and unstructured – to build predictive models that are relevant to specific business centers and account for market variables. These quantitative techniques then inform effective and accurate cross-asset trade and portfolio ideas for our clients. In collaboration with your team and others across the firm, you will build and enhance advanced quantitative and analytical methods, utilizing software to design risk modeling systems and develop machine learning algorithms. Specifically, your role will focus on providing APIs to clients helping them generate alpha, risk calculations and business metrics. This valuable information will allow them to build and challenge risk models that identify and quantify market and liquidity risk and modeling vulnerabilities. Infrastructure Engineering Infrastructure Engineering is a multi-faceted role that allows you to explore data center design, networks, storage, cloud computing, big data, application messaging, databases, communications, market data and software languages. Make things possible for our clients and the firm as you design and build our compute and data infrastructure. You will put your expertise to work in a variety of challenges, from identifying internal hardware needs, to implementing public and private cloud-based solutions to providing seamless, on-demand scaling of our applications.  We provide a robust testing platform that involves the best standards, solutions and tools to ensure uninterrupted operation of all of our lines of business. You will have the opportunity to use data mining techniques to identify and react to problems in the firm’s infrastructure and platforms. A role on this team allows you to use your experience to help us transform the future at Goldman Sachs."
Partner Solution Professional,MICROSOFT OPERATIONS PTE LTD,Full Time,Non-executive,Information Technology,9000.0,18000.0,Monthly,"There is unprecedented business opportunity in Artificial Intelligence.  Microsoft is leading this critical market through the most innovative technologies and the broadest, and most secure, cloud platform.  This role will own the development of Microsoft's APAC AI partner ecosystem and will be accountable for building profitable AI-centric partner business.  The ideal candidate will have a deep understanding of Artificial Intelligence, including Bot Frameworks, Machine Learning, and cognitive services.  They will match this with strong commercial acumen and experience in services businesses.   The Opportunity: Joining Microsoft's One Commercial Partner team as a Partner Solutions Professional (PSP) means you will be playing a critical role helping Microsoft Partners to capitalize on the $2.2 trillion-dollar Digital Transformation market opportunity by 2019 - a 60% increase since 2016.   Microsoft’s Mission: Through our partners Microsoft brings digital ambitions to life by helping companies empower their employees, engage their customers, optimize their operations, and transform their products.   Overseeing Digital Transformation Success: The PSP AI plays a critical role in working with partners to share a vision for building new practices and solutions based on AI that enable customers to realize their vision of Digital Transformation.   The Role: The PSP is a Technology Solution Seller building relationships with C-Suite business and practice management executives sharing a compelling practice building vision leading to partners investing in building new practices based on Microsoft’s technologies. PSP’s are armed with the world’s best success stories of how ISV, MSP, CD and SIs, have built market leading practices on the Azure platform leveraging machine learning, AI and data to deliver new services that have transformed Industries and markets.    A Solutions Professional: The PSP Is a IS an expert who stands out because of their ideas and Insights on how partners can build rapidly accelerating businesses based on solutions areas across multiple partner business models.","There is unprecedented business opportunity in Artificial Intelligence.  Microsoft is leading this critical market through the most innovative technologies and the broadest, and most secure, cloud platform.  This role will own the development of Microsoft's APAC AI partner ecosystem and will be accountable for building profitable AI-centric partner business.  The ideal candidate will have a deep understanding of Artificial Intelligence, including Bot Frameworks, Machine Learning, and cognitive services.  They will match this with strong commercial acumen and experience in services businesses.   The Opportunity: Joining Microsoft's One Commercial Partner team as a Partner Solutions Professional (PSP) means you will be playing a critical role helping Microsoft Partners to capitalize on the $2.2 trillion-dollar Digital Transformation market opportunity by 2019 - a 60% increase since 2016.   Microsoft’s Mission: Through our partners Microsoft brings digital ambitions to life by helping companies empower their employees, engage their customers, optimize their operations, and transform their products.   Overseeing Digital Transformation Success: The PSP AI plays a critical role in working with partners to share a vision for building new practices and solutions based on AI that enable customers to realize their vision of Digital Transformation.   The Role: The PSP is a Technology Solution Seller building relationships with C-Suite business and practice management executives sharing a compelling practice building vision leading to partners investing in building new practices based on Microsoft’s technologies. PSP’s are armed with the world’s best success stories of how ISV, MSP, CD and SIs, have built market leading practices on the Azure platform leveraging machine learning, AI and data to deliver new services that have transformed Industries and markets.    A Solutions Professional: The PSP Is a IS an expert who stands out because of their ideas and Insights on how partners can build rapidly accelerating businesses based on solutions areas across multiple partner business models."
Data Scientist,CAPGEMINI SINGAPORE PTE. LTD.,"Permanent, Contract",Professional,Information Technology,9000.0,12000.0,Monthly," Primary Responsibilities  Lead a team of advanced analysts and take responsibility for career development, functional development and project management Work with clients and businesses to identify issues and propose AI/ML solutions leveraging the available data Clearly evaluate pros & cons of algorithms/design/architecture decisions across a wide spectrum of factors Understand and clearly articulate (both verbal and written) the data requirements and report results Own and complete work streams for execution and delivery Oversight of advanced tools, such as NLP, Deep Learning, etc, where some domain knowledge is required and/or programming skills are necessary Build quick POCs using simulated data to showcase the proposed methodology Review statistical or machine learning models for service delivery   Secondary Responsibilities  Guides and up-skills junior analysts, including occasional review of their output Engage in senior-level technology discussions Conduct workshops to discover, devise and formulate AI/ML strategies to overcome business challenges        "," Primary Responsibilities  Lead a team of advanced analysts and take responsibility for career development, functional development and project management Work with clients and businesses to identify issues and propose AI/ML solutions leveraging the available data Clearly evaluate pros & cons of algorithms/design/architecture decisions across a wide spectrum of factors Understand and clearly articulate (both verbal and written) the data requirements and report results Own and complete work streams for execution and delivery Oversight of advanced tools, such as NLP, Deep Learning, etc, where some domain knowledge is required and/or programming skills are necessary Build quick POCs using simulated data to showcase the proposed methodology Review statistical or machine learning models for service delivery   Secondary Responsibilities  Guides and up-skills junior analysts, including occasional review of their output Engage in senior-level technology discussions Conduct workshops to discover, devise and formulate AI/ML strategies to overcome business challenges        "
Lead Data Engineer,JEWEL PAYMENTECH PTE. LTD.,"Permanent, Full Time",Professional,Information Technology,8000.0,10000.0,Monthly,"As a Data Engineer you will get to work on a wide range of problems using the cutting-edge technologies in Big Data and Data Science. You are required to translate Data Science and Machine learning based solutions into scalable code, and to develop innovative solutions to collect/cleanse/store/process data. In case you are very passionate about building high throughput, low latency, fault tolerant software then this position is for you.  To be successful in this role, you will need to:  Capture/Analyse requirements and lead the design/architecture of solutions to meet requirements.  Write code by using best software development practices/security standards. Lead projects end-to-end from conceptualisation to deployment. Write clear & concise documentation for solutions/code. Contribute ideas within team to build better code.  Continuously improve knowledge on new technologies. Excellent in English, both written and spoken.","As a Data Engineer you will get to work on a wide range of problems using the cutting-edge technologies in Big Data and Data Science. You are required to translate Data Science and Machine learning based solutions into scalable code, and to develop innovative solutions to collect/cleanse/store/process data. In case you are very passionate about building high throughput, low latency, fault tolerant software then this position is for you.  To be successful in this role, you will need to:  Capture/Analyse requirements and lead the design/architecture of solutions to meet requirements.  Write code by using best software development practices/security standards. Lead projects end-to-end from conceptualisation to deployment. Write clear & concise documentation for solutions/code. Contribute ideas within team to build better code.  Continuously improve knowledge on new technologies. Excellent in English, both written and spoken."
Data Scientist,KKT TECHNOLOGY PTE. LTD.,Full Time,"Executive, Junior Executive, Senior Executive",Information Technology,3400.0,6200.0,Monthly," Responsibilities  Develop predictive models on clinical and healthcare related datasets to address various business problems of healthcare and pharma clients through leveraging advanced statistical modeling, machine learning, or data mining techniques Engage in both exploratory data analysis to identify trends and predictive data analysis to solve problems Understand client needs, frame a problem in terms of application of data science and create a roadmap to execution Learn about new and varied disease conditions and ability to communicate with subject matter experts Create visualizations to effectively communicate the insights both internally and externally for both scientific and business audience "," Responsibilities  Develop predictive models on clinical and healthcare related datasets to address various business problems of healthcare and pharma clients through leveraging advanced statistical modeling, machine learning, or data mining techniques Engage in both exploratory data analysis to identify trends and predictive data analysis to solve problems Understand client needs, frame a problem in terms of application of data science and create a roadmap to execution Learn about new and varied disease conditions and ability to communicate with subject matter experts Create visualizations to effectively communicate the insights both internally and externally for both scientific and business audience "
Algorithmic Trader,Company Undisclosed,Full Time,Professional,Banking and Finance,15000.0,17000.0,Monthly,"We are seeking a creative, motivated and detail-oriented quantitative researcher with a strong background in statistical analysis and financial markets to lead our Algorithmic Trading efforts. This is an opportunity for an exceptional individual to join a talented, ambitious, well-capitalized trading firm in its early stages of development. Frankly, risk-reward opportunities like this are incredibly rare. Collaborating with other quantitative researchers and developers in our Global Macro Group, you will work as a team to own the complete lifecycle of our quantitative investment process: research, development, and trading across a variety of instruments (futures, FX and other derivates) in global macro markets. As an Algorithmic Trader, you will apply advanced machine learning and statistical approaches to design and implement quantitative trading and execution strategies to enhance our trading efficiency and capture new sources of alpha. You will have the freedom and resources to research and develop innovative trading strategies, unhindered by arbitrary management constraints or bureaucracy. We have a huge amount of new and exciting work to do: new markets, new instruments, new data, and new algorithms. For the right talent, this is a tremendous opportunity. You Will..    Collaborate with Global Macro Group members to research and develop novel execution and trading strategies to maximize our trading efficiency Analyze vast, diverse data sets with advanced statistical and machine learning algorithms to uncover and capitalize on trading opportunities in global macro markets Advance existing research initiatives and explore new avenues for quantitative research and trading Oversee the design and development of monitoring tools for trading activity and operations     Please copy and paste the below link to your browser for more information:- https://jobs.lever.co/fairtide/ac4b23f9-05a5-402c-987e-176fe840cab9","We are seeking a creative, motivated and detail-oriented quantitative researcher with a strong background in statistical analysis and financial markets to lead our Algorithmic Trading efforts. This is an opportunity for an exceptional individual to join a talented, ambitious, well-capitalized trading firm in its early stages of development. Frankly, risk-reward opportunities like this are incredibly rare. Collaborating with other quantitative researchers and developers in our Global Macro Group, you will work as a team to own the complete lifecycle of our quantitative investment process: research, development, and trading across a variety of instruments (futures, FX and other derivates) in global macro markets. As an Algorithmic Trader, you will apply advanced machine learning and statistical approaches to design and implement quantitative trading and execution strategies to enhance our trading efficiency and capture new sources of alpha. You will have the freedom and resources to research and develop innovative trading strategies, unhindered by arbitrary management constraints or bureaucracy. We have a huge amount of new and exciting work to do: new markets, new instruments, new data, and new algorithms. For the right talent, this is a tremendous opportunity. You Will..    Collaborate with Global Macro Group members to research and develop novel execution and trading strategies to maximize our trading efficiency Analyze vast, diverse data sets with advanced statistical and machine learning algorithms to uncover and capitalize on trading opportunities in global macro markets Advance existing research initiatives and explore new avenues for quantitative research and trading Oversee the design and development of monitoring tools for trading activity and operations     Please copy and paste the below link to your browser for more information:- https://jobs.lever.co/fairtide/ac4b23f9-05a5-402c-987e-176fe840cab9"
KYC Automation Program Director,Company Undisclosed,Permanent,Executive,Banking and Finance,8500.0,11000.0,Monthly,"Position overview  KYC automation program director is based in Singapore within GRM (Global Referential Management) team  and will report to the Head of GRM Singapore. Responsibilities overview GRM set-up for KYC is based on a strong coordination between the GRM teams in NY, Paris and Singapore. As a consequence, a close cooperation with the management of NY and paris and more globally with the Head of GRM KYC automation program director is also in relation with OSI (Operations Strategy & Innovation) management, in charge of the deployment and implementation of the Robotic Process Automation program for the Operations department (OPC). RPA is a new technology used to automate manual tasks / processes that are repetitive and that are based rules. To achieve a complete automation of processes, other innovative components like Artificial Intelligence are also required within the program. Key responsibilities involve: Pilot the project for GRM in SGP using RPA (and other innovative components).  Responsible of the budget of the project and pilot with the local head of GRM the plan objectives Ensure the completion of all project phases from end-to-end. The KYC automation program director is in charge of process automation from the specification writing and validation to the production run follow-up (incl. UAT) This position requires directly being in charge of writing specifications and/or executing/coordinating UAT knowing that the project director will manage 1 – 2 business analysts  The project director ensures the Project Management Office and Communication functions  Elaboration of dashboard and planning to manage the project and report to management in SGP and in Head-Offices (HO). Preparation of all communication supports for steering committees, Asia innovation committee, GRM KYC committee , and other ad-hoc committees Report status and progresses of the KYC automation program to all project stakeholders Coordination with others services of CACIB that are involved into the project.  The project director manages the relationship with IT department in SGP where an IT team will be dedicated to RPA.  Responsible for the follow up of IT- RPA team workload in SGP String partnership with IT team in SGP (and HO) to achieve the project objectives Forecast KYC automation activity in order to determine the yearly IT workload Follow up of the IT run  RPA project management methodology:  Respect and apply OPC methodology for RPA implementation in relationship with HO and regional (HK) stakeholders Contribute to the continuous improvement of RPA methodology  Change Management:  The project director is in charge of the change management and especially: communication plan, training plan and change resistance plan using the OPC methodology of change management. In collaboration with the local head of GRM, the project director contributes to the re-engineering of the target processes including potential organization changes into the processes  Legal and Regulatory responsibilities:  Evaluate and report to management risks and compliance issues related to automation Comply with all applicable legal, regulatory and internal Compliance requirements, including, but not limited to the Singapore Compliance policies and procedures (group policies)  The project director will manage a RPA Business Analyst Team  A team of 2 business analysts in 2019 will locally complete the team and support him in his day to day tasks  Technological watching and automation using AI :  In a second phase, identify and implement new technologies (NLP, machine learning,  …) in collaboration of OSI to automate process when RPA is not sufficient           ","Position overview  KYC automation program director is based in Singapore within GRM (Global Referential Management) team  and will report to the Head of GRM Singapore. Responsibilities overview GRM set-up for KYC is based on a strong coordination between the GRM teams in NY, Paris and Singapore. As a consequence, a close cooperation with the management of NY and paris and more globally with the Head of GRM KYC automation program director is also in relation with OSI (Operations Strategy & Innovation) management, in charge of the deployment and implementation of the Robotic Process Automation program for the Operations department (OPC). RPA is a new technology used to automate manual tasks / processes that are repetitive and that are based rules. To achieve a complete automation of processes, other innovative components like Artificial Intelligence are also required within the program. Key responsibilities involve: Pilot the project for GRM in SGP using RPA (and other innovative components).  Responsible of the budget of the project and pilot with the local head of GRM the plan objectives Ensure the completion of all project phases from end-to-end. The KYC automation program director is in charge of process automation from the specification writing and validation to the production run follow-up (incl. UAT) This position requires directly being in charge of writing specifications and/or executing/coordinating UAT knowing that the project director will manage 1 – 2 business analysts  The project director ensures the Project Management Office and Communication functions  Elaboration of dashboard and planning to manage the project and report to management in SGP and in Head-Offices (HO). Preparation of all communication supports for steering committees, Asia innovation committee, GRM KYC committee , and other ad-hoc committees Report status and progresses of the KYC automation program to all project stakeholders Coordination with others services of CACIB that are involved into the project.  The project director manages the relationship with IT department in SGP where an IT team will be dedicated to RPA.  Responsible for the follow up of IT- RPA team workload in SGP String partnership with IT team in SGP (and HO) to achieve the project objectives Forecast KYC automation activity in order to determine the yearly IT workload Follow up of the IT run  RPA project management methodology:  Respect and apply OPC methodology for RPA implementation in relationship with HO and regional (HK) stakeholders Contribute to the continuous improvement of RPA methodology  Change Management:  The project director is in charge of the change management and especially: communication plan, training plan and change resistance plan using the OPC methodology of change management. In collaboration with the local head of GRM, the project director contributes to the re-engineering of the target processes including potential organization changes into the processes  Legal and Regulatory responsibilities:  Evaluate and report to management risks and compliance issues related to automation Comply with all applicable legal, regulatory and internal Compliance requirements, including, but not limited to the Singapore Compliance policies and procedures (group policies)  The project director will manage a RPA Business Analyst Team  A team of 2 business analysts in 2019 will locally complete the team and support him in his day to day tasks  Technological watching and automation using AI :  In a second phase, identify and implement new technologies (NLP, machine learning,  …) in collaboration of OSI to automate process when RPA is not sufficient           "
Data Science Lead,TRAVELOKA SERVICES PTE. LTD.,Permanent,Executive,Information Technology,8300.0,15000.0,Monthly,"You will be responsible for applying machine learning techniques such as deep learning, reinforced learning, decision tree learning and other techniques to solve complex problems and drive insights from our sea of data. You will also be managing a team (or teams) of Data Scientists/ Data Engineers/ Machine Learning Engineers, growing and empowering them to accomplish great things, and ensuring that best practices, standards, and processes are adhered to.  You will roughly spend 60-80% time in hand-on Data Modeling, and 20-40% time in people management and coaching depending on team size. You will need to acquire contextual breadth and depth in your domain and manage stakeholders' expectations.  Working in Traveloka:  You will work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background.  We work in open environment where there are no boundaries or power distance.  Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.  Get the exposure to multi-aspect, collaborative, intensive startup experience with our recent expansion into Southeast Asia and exploration of new products.  	  ","You will be responsible for applying machine learning techniques such as deep learning, reinforced learning, decision tree learning and other techniques to solve complex problems and drive insights from our sea of data. You will also be managing a team (or teams) of Data Scientists/ Data Engineers/ Machine Learning Engineers, growing and empowering them to accomplish great things, and ensuring that best practices, standards, and processes are adhered to.  You will roughly spend 60-80% time in hand-on Data Modeling, and 20-40% time in people management and coaching depending on team size. You will need to acquire contextual breadth and depth in your domain and manage stakeholders' expectations.  Working in Traveloka:  You will work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background.  We work in open environment where there are no boundaries or power distance.  Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.  Get the exposure to multi-aspect, collaborative, intensive startup experience with our recent expansion into Southeast Asia and exploration of new products.  	  "
Data Scientist,SENSORFLOW PTE. LTD.,Permanent,Executive,Information Technology,5000.0,6000.0,Monthly,"Sensorflow is recording a rapidly growing body of data on building climate management across different types of buildings and properties. We are looking for a Data Scientist to generate useful insights in the areas of equipment performance analytics, predictive maintenance, facility and space usage, as well as energy efficiency. Skill Requirements: Minimum Requirements include:  Extensive familiarity with R or python in a data science context (R preferred) Strong knowledge of machine learning principles. Able to communicate findings effectively to non-data people, especially through data visualisations Strong knowledge of statistical analysis, machine learning and predictive modelling. ","Sensorflow is recording a rapidly growing body of data on building climate management across different types of buildings and properties. We are looking for a Data Scientist to generate useful insights in the areas of equipment performance analytics, predictive maintenance, facility and space usage, as well as energy efficiency. Skill Requirements: Minimum Requirements include:  Extensive familiarity with R or python in a data science context (R preferred) Strong knowledge of machine learning principles. Able to communicate findings effectively to non-data people, especially through data visualisations Strong knowledge of statistical analysis, machine learning and predictive modelling. "
