title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Data Analyst,TELEPATHY LABS PTE. LTD.,"Permanent, Full Time","Professional, Executive",Information Technology,4000.0,7000.0,Monthly,We are looking for experienced and passionate Data Analyst to turns data into information and to develop data models and to support our application development.  The successful candidate would be a self-starter and is proactive about solving complex problems. ,We are looking for experienced and passionate Data Analyst to turns data into information and to develop data models and to support our application development.  The successful candidate would be a self-starter and is proactive about solving complex problems. 
"Support Analyst, Media Trading Data Warehouse and Reporting Systems - Application Support Analyst",GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,"Permanent, Full Time",Senior Executive,Information Technology,4500.0,5500.0,Monthly,"Overview of job  The GroupM Support Analyst is responsible for executing procedures to test, implement, support and maintain GroupM APAC’s solutions in the domain of Media Trading. The focus of this position will be to provide excellent end-user service, training, demo and technical support to APAC user base. This will include: promote and champion the application in the region, provide first and second level technical support for new releases and daily operations, actively participating in user acceptance testing, build end user training materials, lead end user training sessions, assist teams throughout the implementation process, contribute to the end user support portal and gather user requirements for the support and project team. This specific opening is for the Media Trading Data Warehouse and Reporting Systems team whose responsibilities cover a group of traditional and digital media trading applications, data warehouse, reporting and visualization platforms. Reporting of the role This role reports to the Programme Director, Media Trading Data Warehouse and Reporting Systems, Asia Pacific Technology 3 best things about the job: 1.       Being the proxy to business and working in technology group, you get to play an influencing role on how technology solutions can, not only, meet the business requirements but also to shape the way business operates. 2.       You get to obtain insights on the latest trends in media industry through data. 3.       You get to wear jeans to work and talk to the coolest guys in the industry across the region. Measures of success – In three months, you would have:  ·         been up to speed with what our existing solutions can offer and articulate well to all stakeholders ·         had a good grasp on our technology landscape at both conceptual and operational level ·         been able to conduct demo and provide first level support In six months, you would have: ·         been able to conduct second level support and training ·         been able to understand technology solutions in a more intimate levels so that you can provide opinions and engage a deeper conversation with the technical delivery team In 12 months, you would have: ·         been able to lead and drive training plan independently ·         been able to mentor support analyst from local markets across the region   Responsibilities of the role: Support & Training ·         Become an expert end user of media trading applications. Develop in-depth and comprehensive knowledge of the functionality available; champion the products in the region. ·         Provide excellent end-user service to the user base in 12 markets in APAC, actively working to provide solutions to business challenges. ·         Attempt to analyse the cause of all problems and either provide the end users with a solution, workaround, or escalate the issue to third level support in Delivery Team ·         Verify, manage, track and regularly communicate the status of issues reported between the user base in the region and the support team. ·         Conduct basic and advanced hands-on training and demo sessions for end users and be the primary point of contact in the region; providing daily support, troubleshooting, configuration, installation and super user training for Media Trading Applications.   Analysis & Implementation ·         Obtain a thorough understanding of media trading and reporting processes and requirements. Work with teams throughout the implementation process; advise on best practices, create implementation documents, client guidelines, provide training and regular follow-up. ·         Help define, build and configure all of our products to a high standard. ·         Liaise with end user representatives to identify, quantify and document requirements ·         Develop a thorough understanding of user demands, usability and functional issues in APAC. Consolidate and prioritize issues, relaying requirements to the Delivery Team.   Testing & Documentation ·         Actively participate in the evaluation and testing of new releases. Also work to engage and guide business users to test new releases of Media Trading Applications. ·         Provide support during new releases and communicate new release information to the user base, providing training and end user documentation on new features. ·         Assist in building end user training materials (syllabus, handouts, FAQ’s, guides etc.) and regularly update end user documents drawing on user feedback for the appropriate applications. ·         Contribute to the Media Trading Data Warehouse and Reporting Systems end user support portal to facilitate knowledge sharing and enable end-users to become more self-reliant.   What you will need: Essential  Knowledge on relational database and ability to understand and craft entity relationship diagrams Ability to write moderately complex SQL query statements for data analysis Knowledge on how data integration and interfaces between multiple systems work Experience working with enterprise BI tools such as Tableau, Power BI  ·         Self-starter with positive and proactive attitude ·         Ability to rapidly learn new IT systems and tools ·         Excellent end-user facing, presentation, interpersonal and communication skills ·         Highly focused on customer service. ·         Ability to work to deadlines and manage multiple concurrent tasks while maintaining attention to detail ·         Bachelor’s degree is required with a minimum of 6 years professional experience. ·         Good command of English ·         Ability to travel internationally and hold a valid passport is required. ·         Ability to work on own initiative and as a team player   Desirable  Well versed in data warehousing concepts and issues Knowledge on data modelling – relationship and dimensional Experience in media or advertising industry Knowledge on agile project methodology Experience in Microsoft SSIS and/or SSAS and/or .NET C# Fluency in Bahasa Indonesia and Mandarin or one other Asian language       ","Overview of job  The GroupM Support Analyst is responsible for executing procedures to test, implement, support and maintain GroupM APAC’s solutions in the domain of Media Trading. The focus of this position will be to provide excellent end-user service, training, demo and technical support to APAC user base. This will include: promote and champion the application in the region, provide first and second level technical support for new releases and daily operations, actively participating in user acceptance testing, build end user training materials, lead end user training sessions, assist teams throughout the implementation process, contribute to the end user support portal and gather user requirements for the support and project team. This specific opening is for the Media Trading Data Warehouse and Reporting Systems team whose responsibilities cover a group of traditional and digital media trading applications, data warehouse, reporting and visualization platforms. Reporting of the role This role reports to the Programme Director, Media Trading Data Warehouse and Reporting Systems, Asia Pacific Technology 3 best things about the job: 1.       Being the proxy to business and working in technology group, you get to play an influencing role on how technology solutions can, not only, meet the business requirements but also to shape the way business operates. 2.       You get to obtain insights on the latest trends in media industry through data. 3.       You get to wear jeans to work and talk to the coolest guys in the industry across the region. Measures of success – In three months, you would have:  ·         been up to speed with what our existing solutions can offer and articulate well to all stakeholders ·         had a good grasp on our technology landscape at both conceptual and operational level ·         been able to conduct demo and provide first level support In six months, you would have: ·         been able to conduct second level support and training ·         been able to understand technology solutions in a more intimate levels so that you can provide opinions and engage a deeper conversation with the technical delivery team In 12 months, you would have: ·         been able to lead and drive training plan independently ·         been able to mentor support analyst from local markets across the region   Responsibilities of the role: Support & Training ·         Become an expert end user of media trading applications. Develop in-depth and comprehensive knowledge of the functionality available; champion the products in the region. ·         Provide excellent end-user service to the user base in 12 markets in APAC, actively working to provide solutions to business challenges. ·         Attempt to analyse the cause of all problems and either provide the end users with a solution, workaround, or escalate the issue to third level support in Delivery Team ·         Verify, manage, track and regularly communicate the status of issues reported between the user base in the region and the support team. ·         Conduct basic and advanced hands-on training and demo sessions for end users and be the primary point of contact in the region; providing daily support, troubleshooting, configuration, installation and super user training for Media Trading Applications.   Analysis & Implementation ·         Obtain a thorough understanding of media trading and reporting processes and requirements. Work with teams throughout the implementation process; advise on best practices, create implementation documents, client guidelines, provide training and regular follow-up. ·         Help define, build and configure all of our products to a high standard. ·         Liaise with end user representatives to identify, quantify and document requirements ·         Develop a thorough understanding of user demands, usability and functional issues in APAC. Consolidate and prioritize issues, relaying requirements to the Delivery Team.   Testing & Documentation ·         Actively participate in the evaluation and testing of new releases. Also work to engage and guide business users to test new releases of Media Trading Applications. ·         Provide support during new releases and communicate new release information to the user base, providing training and end user documentation on new features. ·         Assist in building end user training materials (syllabus, handouts, FAQ’s, guides etc.) and regularly update end user documents drawing on user feedback for the appropriate applications. ·         Contribute to the Media Trading Data Warehouse and Reporting Systems end user support portal to facilitate knowledge sharing and enable end-users to become more self-reliant.   What you will need: Essential  Knowledge on relational database and ability to understand and craft entity relationship diagrams Ability to write moderately complex SQL query statements for data analysis Knowledge on how data integration and interfaces between multiple systems work Experience working with enterprise BI tools such as Tableau, Power BI  ·         Self-starter with positive and proactive attitude ·         Ability to rapidly learn new IT systems and tools ·         Excellent end-user facing, presentation, interpersonal and communication skills ·         Highly focused on customer service. ·         Ability to work to deadlines and manage multiple concurrent tasks while maintaining attention to detail ·         Bachelor’s degree is required with a minimum of 6 years professional experience. ·         Good command of English ·         Ability to travel internationally and hold a valid passport is required. ·         Ability to work on own initiative and as a team player   Desirable  Well versed in data warehousing concepts and issues Knowledge on data modelling – relationship and dimensional Experience in media or advertising industry Knowledge on agile project methodology Experience in Microsoft SSIS and/or SSAS and/or .NET C# Fluency in Bahasa Indonesia and Mandarin or one other Asian language       "
Data analyst,DELFERS BUSINESS SOLUTIONS PTE. LTD.,Permanent,Professional,Customer Service,40000.0,70000.0,Annually,"Job Purpose The financial analyst will work to improve both the internal and external customer experience. With the opportunity to learn in depth about the many aspects of Exchange Traded Funds (ETFs) and Benchmark Indices, whilst also being involved in the client facing aspects of the work. Develop reporting and synthesize insights from the vast amount of data captured by the product. Collaborate with key support team stakeholders to craft response and assist in the prioritization of internal development to ensure that clients are kept engaged. Work with the internal data to try and analyse events to create an impact analysis within the ETF and indices to forewarn clients of the impact Key Accountabilities and Scope  Be trained in all aspects of the benchmark product line that the product support Support ongoing analysis of business performance trends and insights on drivers required to inform executive decisions daily. Perform deep dive analytics on high-impact topics such as corporate actions or the overall impact of queries raised to customer support Design and build dashboards to report on monthly movements of flows within ETFs Develop new ways to measure and estimate key metrics more accurately Work cross-functionally with other teams to answer questions that bridge many teams, such as the impact of reference data.  ","Job Purpose The financial analyst will work to improve both the internal and external customer experience. With the opportunity to learn in depth about the many aspects of Exchange Traded Funds (ETFs) and Benchmark Indices, whilst also being involved in the client facing aspects of the work. Develop reporting and synthesize insights from the vast amount of data captured by the product. Collaborate with key support team stakeholders to craft response and assist in the prioritization of internal development to ensure that clients are kept engaged. Work with the internal data to try and analyse events to create an impact analysis within the ETF and indices to forewarn clients of the impact Key Accountabilities and Scope  Be trained in all aspects of the benchmark product line that the product support Support ongoing analysis of business performance trends and insights on drivers required to inform executive decisions daily. Perform deep dive analytics on high-impact topics such as corporate actions or the overall impact of queries raised to customer support Design and build dashboards to report on monthly movements of flows within ETFs Develop new ways to measure and estimate key metrics more accurately Work cross-functionally with other teams to answer questions that bridge many teams, such as the impact of reference data.  "
Data Solution Analyst in Singapore (90496),GECO ASIA PTE. LTD.,"Contract, Full Time",Professional,Information Technology,6000.0,12000.0,Monthly,Job Summary: Role: Special / Data Solution Analyst in Singapore Start: ASAP Duration: 6 Months Location: Singapore,Job Summary: Role: Special / Data Solution Analyst in Singapore Start: ASAP Duration: 6 Months Location: Singapore
"Assistant Manager, GeoAnalytics",Singapore Land Authority,Full Time,Middle Management,"Information Technology, Public / Civil Service",3500.0,6800.0,Monthly,"Assistant Manager, GeoAnalytics
Job Scope:

Proliferate the use of GIS and data within whole of Government.
Provide consultative support to stakeholders to make sense of data.
Work with developers, contractors and vendors to collaborate on the application exploration and development so as to achieve the department’s work objectives.
Review Big Data, Machine Learning frameworks.

 
Requirements:

Degree, preferably in the areas of Geospatial/Computer Science/Engineering or similar area of study.
At least 3 - 5 years of working experience in geospatial information science, analytics platforms, system analysis and design.
Excellent communication and presentation skills. Able to relate technical information to all levels of the organisation.
Experience with GIS and Business Intelligence software (e.g. Qlikview, Tableau).
Good knowledge of Hadoop (Cloudera/Hortonworks) Infrastructure, R, Python and ability to code (python functional programming, java).

 ",
IT Business Analyst (Data Acquisition & Product Team),Company Undisclosed,Full Time,Executive,"Consulting , Information Technology, Others",4000.0,7000.0,Monthly,"We are looking for a driven Individual with a passion for Data & Analytics and its related Business Processes.   You support the Data Aquisition & Product Team in managing the entire process of Data Gathering, Data Quality Management, Insights Delivery and Business Application and get hands on experience in building Data Pipelines and using data visualisation and advanced analytics. Together with our Data engineers you ensure that the incoming and processed data meets our quality standards. You help to build workflows and interfaces to maintain a top data quality which allows our internal analysts and clients to create valuable insights. You support the Product Manager in managing the Release Planning for features around across all steps of the Data Value Chain from data gathering to insights delivery, gather requirements of clients and come up with innovative ideas how to improve processes.     ","We are looking for a driven Individual with a passion for Data & Analytics and its related Business Processes.   You support the Data Aquisition & Product Team in managing the entire process of Data Gathering, Data Quality Management, Insights Delivery and Business Application and get hands on experience in building Data Pipelines and using data visualisation and advanced analytics. Together with our Data engineers you ensure that the incoming and processed data meets our quality standards. You help to build workflows and interfaces to maintain a top data quality which allows our internal analysts and clients to create valuable insights. You support the Product Manager in managing the Release Planning for features around across all steps of the Data Value Chain from data gathering to insights delivery, gather requirements of clients and come up with innovative ideas how to improve processes.     "
Data Analyst,ITCAN PTE. LIMITED,Full Time,Senior Executive,Information Technology,4000.0,8000.0,Monthly,"·         Regular data mining, transformation, visualization, analytics and reporting works ·         Coordinate with various internal and external technology stakeholders across the different application domains, information security and infrastructure sectors to ensure smooth data-to-insights communication.  Responsible for delivering, standardizing and automating data analytic reports, notifications and dashboards. ","·         Regular data mining, transformation, visualization, analytics and reporting works ·         Coordinate with various internal and external technology stakeholders across the different application domains, information security and infrastructure sectors to ensure smooth data-to-insights communication.  Responsible for delivering, standardizing and automating data analytic reports, notifications and dashboards. "
Data Security Analyst,AYP STAFFING PTE. LTD.,Full Time,Middle Management,"Engineering, Information Technology",5000.0,10000.0,Monthly," Involvement in the daily management and administration to protect the confidentiality, integrity and availability of managed security services and related systems such as intrusion detection/prevention, antivirus, data leak prevention, database activity management, anti-phishing, encryption, certificate management, device control and vulnerability management.  Identify and respond to service and security events and incidents, conduct investigation to resolve incidents and ensure that root cause analysis is conducted relative to security control weaknesses. Work with cross functional teams to integrate manage security systems with other solutions like SIEM, Service Management, Monitoring Alert, and Vulnerability scanning. Coordinate with different internal teams and manage special events such as BCP tests, and infrastructure change on weekends. Execute Cyber Security vulnerability management lifecycle through Vulnerability Scanning, disseminate vulnerability list, track remediation and execute remediation scan) according to existing framework. Establish and enrich IT security policies, standards, procedures, and guidelines as well as review and identify IT security risk and recommend improvement resolutions .         "," Involvement in the daily management and administration to protect the confidentiality, integrity and availability of managed security services and related systems such as intrusion detection/prevention, antivirus, data leak prevention, database activity management, anti-phishing, encryption, certificate management, device control and vulnerability management.  Identify and respond to service and security events and incidents, conduct investigation to resolve incidents and ensure that root cause analysis is conducted relative to security control weaknesses. Work with cross functional teams to integrate manage security systems with other solutions like SIEM, Service Management, Monitoring Alert, and Vulnerability scanning. Coordinate with different internal teams and manage special events such as BCP tests, and infrastructure change on weekends. Execute Cyber Security vulnerability management lifecycle through Vulnerability Scanning, disseminate vulnerability list, track remediation and execute remediation scan) according to existing framework. Establish and enrich IT security policies, standards, procedures, and guidelines as well as review and identify IT security risk and recommend improvement resolutions .         "
Data Scientist,CHEIL SINGAPORE PTE. LTD.,"Permanent, Full Time",Senior Executive,Engineering,4000.0,9000.0,Monthly," Integrate all owned media touch-points data into single view and build data supply structure Utilize big data stacks to build scalable pipeline and monitor data infrastructure Conduct detailed part verification, validation and reliability testing.    Develops and maintains data pipelines, code/update Ansible and Phython jobs Test and maintain running of current data pipeline jobs and highly scalable data management system of Ansible playbooks, Pythons jobs, PySpark jobs, Infrastructure on AWS, GoCD build server Integrate new data management technologies and software engineering tools into existing structures Recommend ways to improve data reliability, efficiency and quality Collaborate with data architects, modelers and IT team members on project goals Collaborate with Marketing Planner, and Data analyst to contribute to new use cases Enhance data collection procedures, including applying data cleansing, outlier identification, and missing data techniques that are relevant for building analytic systems "," Integrate all owned media touch-points data into single view and build data supply structure Utilize big data stacks to build scalable pipeline and monitor data infrastructure Conduct detailed part verification, validation and reliability testing.    Develops and maintains data pipelines, code/update Ansible and Phython jobs Test and maintain running of current data pipeline jobs and highly scalable data management system of Ansible playbooks, Pythons jobs, PySpark jobs, Infrastructure on AWS, GoCD build server Integrate new data management technologies and software engineering tools into existing structures Recommend ways to improve data reliability, efficiency and quality Collaborate with data architects, modelers and IT team members on project goals Collaborate with Marketing Planner, and Data analyst to contribute to new use cases Enhance data collection procedures, including applying data cleansing, outlier identification, and missing data techniques that are relevant for building analytic systems "
Data Analyst – 12 month contract – Singapore,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,Contract,Executive,Information Technology,5000.0,7000.0,Monthly,"Brand and Reputation marketing is tasked to demonstrate contribution to the country where we operate. Over the past year, we have built a series of highly impactful programs which have changed people's lives on the ground and have achieved cut-through awareness and appreciation by key opinion formers. One of our key programs is digital skilling program, a free online-course on digital marketing to help entrepreneurs to grow their business or individuals to advance in their career as digital marketers. Know the user. Know the magic. Connect the two. At its core, marketing starts with technology and ends with the user, bringing both together in unconventional ways. Our job is to demonstrate how products solve the world's problems--from the everyday to the epic, from the mundane to the monumental. And we approach marketing in a way that only can--changing the game, redefining the medium, making the user the priority, and ultimately, letting the technology speak for itself. Responsibilities:  Track key performance metrics across multiple teams Increase effectiveness of tools by recognizing opportunities for development and proactively creating new systems and structures. Analyze, plan, design and track initiatives and impacts measurement tools Work with operations and engineering to develop and define new or improved tools. Drive efficiencies into the business tracking and monitoring progress. Develop best practices guideline and process document. ","Brand and Reputation marketing is tasked to demonstrate contribution to the country where we operate. Over the past year, we have built a series of highly impactful programs which have changed people's lives on the ground and have achieved cut-through awareness and appreciation by key opinion formers. One of our key programs is digital skilling program, a free online-course on digital marketing to help entrepreneurs to grow their business or individuals to advance in their career as digital marketers. Know the user. Know the magic. Connect the two. At its core, marketing starts with technology and ends with the user, bringing both together in unconventional ways. Our job is to demonstrate how products solve the world's problems--from the everyday to the epic, from the mundane to the monumental. And we approach marketing in a way that only can--changing the game, redefining the medium, making the user the priority, and ultimately, letting the technology speak for itself. Responsibilities:  Track key performance metrics across multiple teams Increase effectiveness of tools by recognizing opportunities for development and proactively creating new systems and structures. Analyze, plan, design and track initiatives and impacts measurement tools Work with operations and engineering to develop and define new or improved tools. Drive efficiencies into the business tracking and monitoring progress. Develop best practices guideline and process document. "
Data Analyst (64803),SIEMENS PTE. LTD.,"Permanent, Full Time",Professional,"Consulting , Engineering",4500.0,8000.0,Monthly,"Your new role – challenging and future-oriented  Identify high-value analytic use cases in MindSphere IoT prospect and customer base. Architect analytic solutions to address those use cases and build demos/prototypes for identified use cases. Scope, plan and execute demos and proofs-of-concept as required to ensure prospects clearly understand the value which can be generated by the MindSphere IoT platform in their organization. Sell value and become the trusted advisor to technical stakeholders including software developers, Sales, support, services, etc. Architect and sell analytic solutions to address high level business problems, incorporating the Siemens MindSphere IoT Platform. In many cases, this will involve engaging with large multi-divisional businesses. Assist Account Executive to create a compelling business case to sell the value/ROI of the Siemens solution, frequently dovetailing into the customer’s long-term product lifecycle. Work closely with the business development team to develop the product road map to ensure that customer needs are correctly identified and addressed as the platform is developed. Candidate will have lead execution on a multiple of customer-facing analytics projects. Elucidation and documentation of customer requirements and goals ","Your new role – challenging and future-oriented  Identify high-value analytic use cases in MindSphere IoT prospect and customer base. Architect analytic solutions to address those use cases and build demos/prototypes for identified use cases. Scope, plan and execute demos and proofs-of-concept as required to ensure prospects clearly understand the value which can be generated by the MindSphere IoT platform in their organization. Sell value and become the trusted advisor to technical stakeholders including software developers, Sales, support, services, etc. Architect and sell analytic solutions to address high level business problems, incorporating the Siemens MindSphere IoT Platform. In many cases, this will involve engaging with large multi-divisional businesses. Assist Account Executive to create a compelling business case to sell the value/ROI of the Siemens solution, frequently dovetailing into the customer’s long-term product lifecycle. Work closely with the business development team to develop the product road map to ensure that customer needs are correctly identified and addressed as the platform is developed. Candidate will have lead execution on a multiple of customer-facing analytics projects. Elucidation and documentation of customer requirements and goals "
Data Scientist,ALEPH PTE. LTD.,Full Time,Executive,Information Technology,5000.0,7000.0,Monthly,"  We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities for Data Scientist  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. Develop company A/B testing framework and test model quality. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy.   ","  We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities for Data Scientist  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. Develop company A/B testing framework and test model quality. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy.   "
Big Data Consultant,ACCENTURE PTE LTD,Full Time,Professional,Consulting ,6000.0,12000.0,Monthly,"Join Accenture and help transform leading organizations and communities around the world.  The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.   The digital revolution is changing everything. It’s everywhere – transforming how we work and play. Are you reacting to the disruption each day or are you leading the way as a digital disrupter? Accenture Digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. At the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. Join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.   Accenture Digital is powered by three practices – Analytics, Interactive, and Mobility. As part of our Analytics practice, you’ll help businesses grow in entirely new ways. You’ll drive revenues, increase efficiencies and reduce costs. All while enhancing a little thing called brand equity.   JOB DESCRIPTION   Do you have a pulse on new technologies and a desire to change the way business gets done? Do you want to implement emerging solutions for some of the most successful companies around? If you answered yes to these questions and you are passionate about helping clients effectively manage enormous amounts of data to generate knowledge and value, then we want to meet you.   There will never be a typical day at Accenture Analytics, but that’s why people love it here. The opportunities to make a difference within exciting client initiatives are unlimited in the ever-changing digital landscape.   Here are just a few of your day-to-day responsibilities:  Deliver large-scale programs that integrate processes with technology to help clients achieve high performance. Design, implement and deploy custom applications on Hadoop. Implementation of complete Big Data solutions, including data acquisition, storage, transformation, and analysis. Design, implement and deploy ETL to load data into Hadoop. ","Join Accenture and help transform leading organizations and communities around the world.  The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.   The digital revolution is changing everything. It’s everywhere – transforming how we work and play. Are you reacting to the disruption each day or are you leading the way as a digital disrupter? Accenture Digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. At the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. Join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.   Accenture Digital is powered by three practices – Analytics, Interactive, and Mobility. As part of our Analytics practice, you’ll help businesses grow in entirely new ways. You’ll drive revenues, increase efficiencies and reduce costs. All while enhancing a little thing called brand equity.   JOB DESCRIPTION   Do you have a pulse on new technologies and a desire to change the way business gets done? Do you want to implement emerging solutions for some of the most successful companies around? If you answered yes to these questions and you are passionate about helping clients effectively manage enormous amounts of data to generate knowledge and value, then we want to meet you.   There will never be a typical day at Accenture Analytics, but that’s why people love it here. The opportunities to make a difference within exciting client initiatives are unlimited in the ever-changing digital landscape.   Here are just a few of your day-to-day responsibilities:  Deliver large-scale programs that integrate processes with technology to help clients achieve high performance. Design, implement and deploy custom applications on Hadoop. Implementation of complete Big Data solutions, including data acquisition, storage, transformation, and analysis. Design, implement and deploy ETL to load data into Hadoop. "
Data Analyst,Company Undisclosed,Contract,"Professional, Executive",Information Technology,5000.0,7000.0,Monthly,"About Our Client Our client is a market leader within the Retail / FMCG industry. They are currently investing in the future with a number of exciting Analytics projects. Job Description  Analyse the data that will drive business decisions, directly impacting the accomplishment of their annual goals. Apply data modelling techniques to mine data for the identification of trends and business opportunities. Support the leadership to help drive insights and be the point of contact on predictive / prescriptive analysis. ","About Our Client Our client is a market leader within the Retail / FMCG industry. They are currently investing in the future with a number of exciting Analytics projects. Job Description  Analyse the data that will drive business decisions, directly impacting the accomplishment of their annual goals. Apply data modelling techniques to mine data for the identification of trends and business opportunities. Support the leadership to help drive insights and be the point of contact on predictive / prescriptive analysis. "
Senior Data Scientist,Company Undisclosed,Full Time,Professional,Professional Services,,,,"Minimum of 4-5 years’ experience with the standard data science stack -- Python, Numpy, Pandas, Scikit-Learn, scipy, matplotlib, NLTK, etc.). * Familiarity with (some of) Keras, Tensorflow, Theano, R, C/C++, Java, Hadoop, or Spark a plus.  ","Minimum of 4-5 years’ experience with the standard data science stack -- Python, Numpy, Pandas, Scikit-Learn, scipy, matplotlib, NLTK, etc.). * Familiarity with (some of) Keras, Tensorflow, Theano, R, C/C++, Java, Hadoop, or Spark a plus.  "
Data Analyst,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,Permanent,Executive,Real Estate / Property Management,5000.0,7000.0,Monthly,"About JLL  We’re JLL. We’re a professional services and investment management firm specializing in real estate. We help organizations around the world achieve their ambitions by owning, occupying and investing in real estate. We’re a Fortune 500 company. We work across 80 countries, in 280 different offices, with a team of over 77,000 individuals. And we look after a property portfolio of over 4bn square feet, all on behalf of our clients. If you’re looking to step up your career, JLL is the perfect professional home. At JLL, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives. You’ll also make long-lasting professional connections through sharing different perspectives, and you’ll be inspired by the best. We’re focused on opportunity and want to help you make the most of yours. Achieve your ambitions – join us at JLL!  We are looking for a Data Analyst (Portfolio Planning). You will be located on site at a global tech client site near Pasir Panjang MRT.  What this job involves: Essential duties of this role includes accurately and completely extrapolate data and create reports, charts and summaries using statistical facts and figures; ability to summarize information verbally and in writing when required. You will need to work with on-site team to explain data trends and anomalies. You are expected to create custom views, adhoc analysis, dashboards and report sets utilizing business intelligence and query tools; validate and test data used in all reporting; and work with on-site management to design and execute analyses focused on specific problems or programs. The ideal candidate must thrive in a fast-paced and dynamic environment.   You will be involved in performing general day-to-day data operations including designing & executing ETL processes, running data integrity validation and management of databases and working with on-site team to obtain necessary information and ensure system accuracy.   Some travel may be required. You will be located on site at a global tech client site near Pasir Panjang MRT.","About JLL  We’re JLL. We’re a professional services and investment management firm specializing in real estate. We help organizations around the world achieve their ambitions by owning, occupying and investing in real estate. We’re a Fortune 500 company. We work across 80 countries, in 280 different offices, with a team of over 77,000 individuals. And we look after a property portfolio of over 4bn square feet, all on behalf of our clients. If you’re looking to step up your career, JLL is the perfect professional home. At JLL, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives. You’ll also make long-lasting professional connections through sharing different perspectives, and you’ll be inspired by the best. We’re focused on opportunity and want to help you make the most of yours. Achieve your ambitions – join us at JLL!  We are looking for a Data Analyst (Portfolio Planning). You will be located on site at a global tech client site near Pasir Panjang MRT.  What this job involves: Essential duties of this role includes accurately and completely extrapolate data and create reports, charts and summaries using statistical facts and figures; ability to summarize information verbally and in writing when required. You will need to work with on-site team to explain data trends and anomalies. You are expected to create custom views, adhoc analysis, dashboards and report sets utilizing business intelligence and query tools; validate and test data used in all reporting; and work with on-site management to design and execute analyses focused on specific problems or programs. The ideal candidate must thrive in a fast-paced and dynamic environment.   You will be involved in performing general day-to-day data operations including designing & executing ETL processes, running data integrity validation and management of databases and working with on-site team to obtain necessary information and ensure system accuracy.   Some travel may be required. You will be located on site at a global tech client site near Pasir Panjang MRT."
